ModelFile,Condition,ImageID,Reduction,Peak_Y,Peak_Value,Lowest_Y,Peak_Region
SE-Conv-L2_ObjectBased_R16.pth,E,7,16,94,85.141205,129,Eyes
SE-Conv-L2_ObjectBased_R16.pth,E,8,16,94,93.566605,129,Eyes
SE-Conv-L2_ObjectBased_R16.pth,E,9,16,94,80.2975,129,Eyes
SE-Conv-L2_ObjectBased_R16.pth,E,10,16,94,85.60899,146,Eyes
SE-Conv-L2_ObjectBased_R16.pth,E,11,16,94,80.9072,129,Eyes
SE-Conv-L2_ObjectBased_R16.pth,E,12,16,0,80.245285,146,Background
SE-Conv-L2_ObjectBased_R16.pth,E,13,16,94,94.201416,146,Eyes
SE-Conv-L2_ObjectBased_R16.pth,E,14,16,94,70.8158,129,Eyes
SE-Conv-L2_ObjectBased_R16.pth,E,15,16,0,79.37457,129,Background
SE-Conv-L2_ObjectBased_R16.pth,E,16,16,94,82.12088,129,Eyes
SE-Conv-L2_ObjectBased_R16.pth,E,17,16,94,66.18468,146,Eyes
SE-Conv-L2_ObjectBased_R16.pth,E,18,16,94,69.075554,146,Eyes
SE-Conv-L2_ObjectBased_R16.pth,E,19,16,94,72.169075,146,Eyes
SE-Conv-L2_ObjectBased_R16.pth,E,20,16,94,73.9134,26,Eyes
SE-Conv-L2_ObjectBased_R16.pth,E,21,16,111,54.971992,26,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,1,16,198,148.5608,164,Mouth
SE-Conv-L2_ObjectBased_R16.pth,Full,2,16,198,125.40959,180,Mouth
SE-Conv-L2_ObjectBased_R16.pth,Full,3,16,0,85.72655,26,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,4,16,215,63.355057,26,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,5,16,60,56.868107,94,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,6,16,60,42.54973,0,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,7,16,0,98.01609,129,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,8,16,215,69.496155,26,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,9,16,0,136.38815,128,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,10,16,215,135.49248,129,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,11,16,0,137.02454,163,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,12,16,215,62.70528,26,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,13,16,215,109.77142,26,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,14,16,215,99.88838,26,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,15,16,215,105.069,129,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,16,16,215,48.925495,26,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,17,16,215,89.210434,26,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,18,16,0,22.965668,26,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,19,16,0,23.103588,26,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,20,16,215,69.520256,146,Background
SE-Conv-L2_ObjectBased_R16.pth,Full,21,16,198,34.235825,26,Mouth
SE-Conv-L2_ObjectBased_R16.pth,M,1,16,198,17.277397,0,Mouth
SE-Conv-L2_ObjectBased_R16.pth,M,2,16,198,18.449768,0,Mouth
SE-Conv-L2_ObjectBased_R16.pth,M,3,16,25,39.32383,0,Background
SE-Conv-L2_ObjectBased_R16.pth,M,4,16,198,22.643059,0,Mouth
SE-Conv-L2_ObjectBased_R16.pth,M,5,16,25,37.826584,0,Background
SE-Conv-L2_ObjectBased_R16.pth,M,6,16,215,43.222496,0,Background
SE-Conv-L2_ObjectBased_R16.pth,M,7,16,215,47.888344,0,Background
SE-Conv-L2_ObjectBased_R16.pth,M,8,16,215,50.929955,0,Background
SE-Conv-L2_ObjectBased_R16.pth,M,9,16,215,108.914024,0,Background
SE-Conv-L2_ObjectBased_R16.pth,M,10,16,0,0,0,Background
SE-Conv-L2_ObjectBased_R16.pth,M,11,16,215,66.12552,0,Background
SE-Conv-L2_ObjectBased_R16.pth,M,12,16,215,78.40004,0,Background
SE-Conv-L2_ObjectBased_R16.pth,M,13,16,215,76.85161,0,Background
SE-Conv-L2_ObjectBased_R16.pth,M,14,16,215,102.62798,26,Background
SE-Conv-L2_ObjectBased_R16.pth,M,15,16,215,95.21175,26,Background
SE-Conv-L2_ObjectBased_R16.pth,M,16,16,215,83.058136,26,Background
SE-Conv-L2_ObjectBased_R16.pth,M,17,16,215,82.046936,0,Background
SE-Conv-L2_ObjectBased_R16.pth,M,18,16,198,50.150826,0,Mouth
SE-Conv-L2_ObjectBased_R16.pth,M,19,16,198,19.863796,0,Mouth
SE-Conv-L2_ObjectBased_R16.pth,M,20,16,198,18.247019,0,Mouth
SE-Conv-L2_ObjectBased_R16.pth,M,21,16,198,17.277397,0,Mouth
SE-Conv-L2_ObjectBased_R16.pth,N,1,16,198,89.45459,77,Mouth
SE-Conv-L2_ObjectBased_R16.pth,N,2,16,198,97.97508,77,Mouth
SE-Conv-L2_ObjectBased_R16.pth,N,3,16,198,117.22979,77,Mouth
SE-Conv-L2_ObjectBased_R16.pth,N,4,16,146,59.834557,0,Nose
SE-Conv-L2_ObjectBased_R16.pth,N,5,16,146,61.632812,0,Nose
SE-Conv-L2_ObjectBased_R16.pth,N,6,16,146,43.599915,0,Nose
SE-Conv-L2_ObjectBased_R16.pth,N,7,16,146,36.76847,26,Nose
SE-Conv-L2_ObjectBased_R16.pth,N,8,16,129,60.287563,26,Nose
SE-Conv-L2_ObjectBased_R16.pth,N,9,16,146,50.58004,26,Nose
SE-Conv-L2_ObjectBased_R16.pth,N,10,16,128,71.2563,181,Nose
SE-Conv-L2_ObjectBased_R16.pth,N,11,16,129,86.20694,60,Nose
SE-Conv-L2_ObjectBased_R16.pth,N,12,16,112,88.84127,181,Background
SE-Conv-L2_ObjectBased_R16.pth,N,13,16,129,78.44439,197,Nose
SE-Conv-L2_ObjectBased_R16.pth,N,14,16,129,80.96527,181,Nose
SE-Conv-L2_ObjectBased_R16.pth,N,15,16,129,117.89167,77,Nose
SE-Conv-L2_ObjectBased_R16.pth,N,16,16,0,142.8382,77,Background
SE-Conv-L2_ObjectBased_R16.pth,N,17,16,129,92.03769,60,Nose
SE-Conv-L2_ObjectBased_R16.pth,N,18,16,112,77.30853,26,Background
SE-Conv-L2_ObjectBased_R16.pth,N,19,16,163,113.46511,77,Background
SE-Conv-L2_ObjectBased_R16.pth,N,20,16,129,65.8779,181,Nose
SE-Conv-L2_ObjectBased_R16.pth,N,21,16,112,80.05852,26,Background
SE-Conv-L2_ObjectBased_R2.pth,E,1,2,129,41.325977,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,E,2,2,129,38.901474,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,E,3,2,129,42.27796,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,E,4,2,129,48.284065,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,E,5,2,163,42.168358,0,Background
SE-Conv-L2_ObjectBased_R2.pth,E,6,2,129,47.96127,60,Nose
SE-Conv-L2_ObjectBased_R2.pth,E,7,2,146,37.151367,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,E,8,2,163,43.39638,0,Background
SE-Conv-L2_ObjectBased_R2.pth,E,9,2,42,49.05773,78,Background
SE-Conv-L2_ObjectBased_R2.pth,E,10,2,42,55.592262,78,Background
SE-Conv-L2_ObjectBased_R2.pth,E,11,2,129,54.875435,60,Nose
SE-Conv-L2_ObjectBased_R2.pth,E,12,2,26,66.278076,78,Background
SE-Conv-L2_ObjectBased_R2.pth,E,13,2,42,71.2999,94,Background
SE-Conv-L2_ObjectBased_R2.pth,E,14,2,42,65.90102,94,Background
SE-Conv-L2_ObjectBased_R2.pth,E,15,2,59,65.08686,180,Background
SE-Conv-L2_ObjectBased_R2.pth,E,16,2,43,88.98736,181,Background
SE-Conv-L2_ObjectBased_R2.pth,E,17,2,146,78.96293,77,Nose
SE-Conv-L2_ObjectBased_R2.pth,E,18,2,146,107.12561,77,Nose
SE-Conv-L2_ObjectBased_R2.pth,E,19,2,146,91.910385,94,Nose
SE-Conv-L2_ObjectBased_R2.pth,E,20,2,146,104.524796,77,Nose
SE-Conv-L2_ObjectBased_R2.pth,E,21,2,146,92.35686,43,Nose
SE-Conv-L2_ObjectBased_R2.pth,Full,1,2,59,94.88509,95,Background
SE-Conv-L2_ObjectBased_R2.pth,Full,2,2,59,77.547455,95,Background
SE-Conv-L2_ObjectBased_R2.pth,Full,3,2,164,48.508446,0,Background
SE-Conv-L2_ObjectBased_R2.pth,Full,4,2,26,64.64927,94,Background
SE-Conv-L2_ObjectBased_R2.pth,Full,5,2,163,50.184,0,Background
SE-Conv-L2_ObjectBased_R2.pth,Full,6,2,146,52.31208,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,Full,7,2,146,64.49432,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,Full,8,2,146,62.71443,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,Full,9,2,163,53.869705,94,Background
SE-Conv-L2_ObjectBased_R2.pth,Full,10,2,43,75.27231,0,Background
SE-Conv-L2_ObjectBased_R2.pth,Full,11,2,146,65.69369,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,Full,12,2,163,67.13074,0,Background
SE-Conv-L2_ObjectBased_R2.pth,Full,13,2,59,79.41853,95,Background
SE-Conv-L2_ObjectBased_R2.pth,Full,14,2,146,48.931313,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,Full,15,2,146,54.155426,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,Full,16,2,60,90.4566,0,Background
SE-Conv-L2_ObjectBased_R2.pth,Full,17,2,26,53.738045,112,Background
SE-Conv-L2_ObjectBased_R2.pth,Full,18,2,60,41.904278,0,Background
SE-Conv-L2_ObjectBased_R2.pth,Full,19,2,43,77.75735,198,Background
SE-Conv-L2_ObjectBased_R2.pth,Full,20,2,60,72.81723,198,Background
SE-Conv-L2_ObjectBased_R2.pth,Full,21,2,146,52.18619,198,Nose
SE-Conv-L2_ObjectBased_R2.pth,M,1,2,42,128.4047,181,Background
SE-Conv-L2_ObjectBased_R2.pth,M,2,2,42,140.48584,112,Background
SE-Conv-L2_ObjectBased_R2.pth,M,3,2,42,142.56294,112,Background
SE-Conv-L2_ObjectBased_R2.pth,M,4,2,42,119.44763,181,Background
SE-Conv-L2_ObjectBased_R2.pth,M,5,2,42,118.354,146,Background
SE-Conv-L2_ObjectBased_R2.pth,M,6,2,181,48.167496,0,Mouth
SE-Conv-L2_ObjectBased_R2.pth,M,7,2,181,52.460175,0,Mouth
SE-Conv-L2_ObjectBased_R2.pth,M,8,2,181,48.05507,0,Mouth
SE-Conv-L2_ObjectBased_R2.pth,M,9,2,197,45.75456,0,Mouth
SE-Conv-L2_ObjectBased_R2.pth,M,10,2,181,48.70658,0,Mouth
SE-Conv-L2_ObjectBased_R2.pth,M,11,2,197,53.56247,0,Mouth
SE-Conv-L2_ObjectBased_R2.pth,M,12,2,181,50.88505,0,Mouth
SE-Conv-L2_ObjectBased_R2.pth,M,13,2,181,54.271736,0,Mouth
SE-Conv-L2_ObjectBased_R2.pth,M,14,2,181,55.811256,0,Mouth
SE-Conv-L2_ObjectBased_R2.pth,M,15,2,181,50.00096,0,Mouth
SE-Conv-L2_ObjectBased_R2.pth,M,16,2,181,46.69912,0,Mouth
SE-Conv-L2_ObjectBased_R2.pth,M,17,2,198,34.99883,0,Mouth
SE-Conv-L2_ObjectBased_R2.pth,M,18,2,197,43.217583,0,Mouth
SE-Conv-L2_ObjectBased_R2.pth,M,19,2,181,48.402596,0,Mouth
SE-Conv-L2_ObjectBased_R2.pth,M,20,2,94,91.98463,181,Eyes
SE-Conv-L2_ObjectBased_R2.pth,M,21,2,94,106.01637,181,Eyes
SE-Conv-L2_ObjectBased_R2.pth,N,1,2,164,37.656826,0,Background
SE-Conv-L2_ObjectBased_R2.pth,N,2,2,164,41.13298,0,Background
SE-Conv-L2_ObjectBased_R2.pth,N,3,2,163,47.25521,0,Background
SE-Conv-L2_ObjectBased_R2.pth,N,4,2,163,56.51877,0,Background
SE-Conv-L2_ObjectBased_R2.pth,N,5,2,146,87.88687,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,N,6,2,146,70.485214,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,N,7,2,146,72.50496,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,N,8,2,146,60.894073,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,N,9,2,163,54.149002,0,Background
SE-Conv-L2_ObjectBased_R2.pth,N,10,2,163,50.099075,0,Background
SE-Conv-L2_ObjectBased_R2.pth,N,11,2,163,46.110676,0,Background
SE-Conv-L2_ObjectBased_R2.pth,N,12,2,163,28.560074,0,Background
SE-Conv-L2_ObjectBased_R2.pth,N,13,2,60,31.535585,0,Background
SE-Conv-L2_ObjectBased_R2.pth,N,14,2,60,24.978193,0,Background
SE-Conv-L2_ObjectBased_R2.pth,N,15,2,60,28.130173,0,Background
SE-Conv-L2_ObjectBased_R2.pth,N,16,2,43,79.77292,0,Background
SE-Conv-L2_ObjectBased_R2.pth,N,17,2,43,82.85865,78,Background
SE-Conv-L2_ObjectBased_R2.pth,N,18,2,60,56.6139,0,Background
SE-Conv-L2_ObjectBased_R2.pth,N,19,2,146,54.82276,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,N,20,2,146,70.60415,0,Nose
SE-Conv-L2_ObjectBased_R2.pth,N,21,2,146,69.23625,0,Nose
SE-Conv-L2_ObjectBased_R32.pth,E,1,32,146,45.284958,43,Nose
SE-Conv-L2_ObjectBased_R32.pth,E,2,32,0,57.45386,60,Background
SE-Conv-L2_ObjectBased_R32.pth,E,3,32,146,52.97997,43,Nose
SE-Conv-L2_ObjectBased_R32.pth,E,4,32,0,51.13333,26,Background
SE-Conv-L2_ObjectBased_R32.pth,E,5,32,146,46.90242,26,Nose
SE-Conv-L2_ObjectBased_R32.pth,E,6,32,0,113.64241,60,Background
SE-Conv-L2_ObjectBased_R32.pth,E,7,32,0,105.2513,77,Background
SE-Conv-L2_ObjectBased_R32.pth,E,8,32,0,124.78766,77,Background
SE-Conv-L2_ObjectBased_R32.pth,E,9,32,0,153.55139,60,Background
SE-Conv-L2_ObjectBased_R32.pth,E,10,32,0,144.92311,60,Background
SE-Conv-L2_ObjectBased_R32.pth,E,11,32,0,129.25197,60,Background
SE-Conv-L2_ObjectBased_R32.pth,E,12,32,0,60.514015,43,Background
SE-Conv-L2_ObjectBased_R32.pth,E,13,32,0,65.341995,43,Background
SE-Conv-L2_ObjectBased_R32.pth,E,14,32,0,37.746536,26,Background
SE-Conv-L2_ObjectBased_R32.pth,E,15,32,0,50.23058,26,Background
SE-Conv-L2_ObjectBased_R32.pth,E,16,32,0,44.00943,26,Background
SE-Conv-L2_ObjectBased_R32.pth,E,17,32,163,47.11703,26,Background
SE-Conv-L2_ObjectBased_R32.pth,E,18,32,0,37.12535,26,Background
SE-Conv-L2_ObjectBased_R32.pth,E,19,32,163,36.62244,26,Background
SE-Conv-L2_ObjectBased_R32.pth,E,20,32,129,23.60656,0,Nose
SE-Conv-L2_ObjectBased_R32.pth,E,21,32,0,36.966427,26,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,1,32,0,41.82459,26,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,2,32,215,65.28587,26,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,3,32,0,123.16078,77,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,4,32,0,115.70232,60,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,5,32,198,88.42502,60,Mouth
SE-Conv-L2_ObjectBased_R32.pth,Full,6,32,0,92.57492,60,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,7,32,198,41.855415,26,Mouth
SE-Conv-L2_ObjectBased_R32.pth,Full,8,32,0,66.43096,26,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,9,32,0,30.521149,26,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,10,32,0,116.3887,60,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,11,32,0,50.016212,26,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,12,32,0,58.384087,26,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,13,32,0,46.937065,26,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,14,32,180,77.384636,26,Mouth
SE-Conv-L2_ObjectBased_R32.pth,Full,15,32,215,58.789917,26,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,16,32,0,97.96749,26,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,17,32,215,71.209564,26,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,18,32,0,40.93573,26,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,19,32,0,38.843,26,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,20,32,0,65.280975,26,Background
SE-Conv-L2_ObjectBased_R32.pth,Full,21,32,0,108.85738,26,Background
SE-Conv-L2_ObjectBased_R32.pth,M,1,32,215,60.56737,60,Background
SE-Conv-L2_ObjectBased_R32.pth,M,2,32,219,65.30144,78,Background
SE-Conv-L2_ObjectBased_R32.pth,M,3,32,215,72.69614,26,Background
SE-Conv-L2_ObjectBased_R32.pth,M,4,32,0,95.764046,26,Background
SE-Conv-L2_ObjectBased_R32.pth,M,5,32,215,78.12904,26,Background
SE-Conv-L2_ObjectBased_R32.pth,M,6,32,0,85.61306,77,Background
SE-Conv-L2_ObjectBased_R32.pth,M,7,32,0,81.38493,77,Background
SE-Conv-L2_ObjectBased_R32.pth,M,8,32,215,34.73294,60,Background
SE-Conv-L2_ObjectBased_R32.pth,M,9,32,215,40.937065,26,Background
SE-Conv-L2_ObjectBased_R32.pth,M,10,32,215,91.39319,26,Background
SE-Conv-L2_ObjectBased_R32.pth,M,11,32,218,82.47047,95,Background
SE-Conv-L2_ObjectBased_R32.pth,M,12,32,0,58.817226,95,Background
SE-Conv-L2_ObjectBased_R32.pth,M,13,32,215,49.59196,78,Background
SE-Conv-L2_ObjectBased_R32.pth,M,14,32,0,30.601667,78,Background
SE-Conv-L2_ObjectBased_R32.pth,M,15,32,215,97.182014,111,Background
SE-Conv-L2_ObjectBased_R32.pth,M,16,32,215,80.13806,78,Background
SE-Conv-L2_ObjectBased_R32.pth,M,17,32,215,83.94358,95,Background
SE-Conv-L2_ObjectBased_R32.pth,M,18,32,215,67.42877,60,Background
SE-Conv-L2_ObjectBased_R32.pth,M,19,32,0,58.77449,95,Background
SE-Conv-L2_ObjectBased_R32.pth,M,20,32,0,97.2714,112,Background
SE-Conv-L2_ObjectBased_R32.pth,M,21,32,0,131.36432,112,Background
SE-Conv-L2_ObjectBased_R32.pth,N,1,32,0,53.013012,60,Background
SE-Conv-L2_ObjectBased_R32.pth,N,2,32,0,60.533722,60,Background
SE-Conv-L2_ObjectBased_R32.pth,N,3,32,94,51.132782,215,Eyes
SE-Conv-L2_ObjectBased_R32.pth,N,4,32,94,57.16018,215,Eyes
SE-Conv-L2_ObjectBased_R32.pth,N,5,32,94,55.216965,215,Eyes
SE-Conv-L2_ObjectBased_R32.pth,N,6,32,94,72.1939,59,Eyes
SE-Conv-L2_ObjectBased_R32.pth,N,7,32,94,79.669876,215,Eyes
SE-Conv-L2_ObjectBased_R32.pth,N,8,32,94,86.00017,218,Eyes
SE-Conv-L2_ObjectBased_R32.pth,N,9,32,94,79.90723,146,Eyes
SE-Conv-L2_ObjectBased_R32.pth,N,10,32,0,100.967865,146,Background
SE-Conv-L2_ObjectBased_R32.pth,N,11,32,94,91.6388,215,Eyes
SE-Conv-L2_ObjectBased_R32.pth,N,12,32,0,81.07921,146,Background
SE-Conv-L2_ObjectBased_R32.pth,N,13,32,0,86.9386,129,Background
SE-Conv-L2_ObjectBased_R32.pth,N,14,32,0,68.81687,26,Background
SE-Conv-L2_ObjectBased_R32.pth,N,15,32,0,104.019745,129,Background
SE-Conv-L2_ObjectBased_R32.pth,N,16,32,0,97.08722,129,Background
SE-Conv-L2_ObjectBased_R32.pth,N,17,32,0,83.07924,129,Background
SE-Conv-L2_ObjectBased_R32.pth,N,18,32,94,50.805073,26,Eyes
SE-Conv-L2_ObjectBased_R32.pth,N,19,32,94,55.68484,26,Eyes
SE-Conv-L2_ObjectBased_R32.pth,N,20,32,0,87.393906,129,Background
SE-Conv-L2_ObjectBased_R32.pth,N,21,32,0,108.24054,129,Background
SE-Conv-L2_ObjectBased_R4.pth,E,1,4,25,77.80295,129,Background
SE-Conv-L2_ObjectBased_R4.pth,E,2,4,26,90.658356,129,Background
SE-Conv-L2_ObjectBased_R4.pth,E,3,4,26,129.88033,77,Background
SE-Conv-L2_ObjectBased_R4.pth,E,4,4,25,171.5227,112,Background
SE-Conv-L2_ObjectBased_R4.pth,E,5,4,25,108.03482,112,Background
SE-Conv-L2_ObjectBased_R4.pth,E,6,4,25,92.77536,77,Background
SE-Conv-L2_ObjectBased_R4.pth,E,7,4,0,92.143425,129,Background
SE-Conv-L2_ObjectBased_R4.pth,E,8,4,218,38.208843,43,Background
SE-Conv-L2_ObjectBased_R4.pth,E,9,4,0,94.581375,146,Background
SE-Conv-L2_ObjectBased_R4.pth,E,10,4,0,119.559425,111,Background
SE-Conv-L2_ObjectBased_R4.pth,E,11,4,215,79.433365,146,Background
SE-Conv-L2_ObjectBased_R4.pth,E,12,4,198,49.013363,26,Mouth
SE-Conv-L2_ObjectBased_R4.pth,E,13,4,215,75.21182,129,Background
SE-Conv-L2_ObjectBased_R4.pth,E,14,4,215,75.078926,43,Background
SE-Conv-L2_ObjectBased_R4.pth,E,15,4,0,88.72011,94,Background
SE-Conv-L2_ObjectBased_R4.pth,E,16,4,0,59.673485,95,Background
SE-Conv-L2_ObjectBased_R4.pth,E,17,4,0,0,0,Background
SE-Conv-L2_ObjectBased_R4.pth,E,18,4,215,37.30134,0,Background
SE-Conv-L2_ObjectBased_R4.pth,E,19,4,215,115.20805,42,Background
SE-Conv-L2_ObjectBased_R4.pth,E,20,4,221,74.66665,26,Background
SE-Conv-L2_ObjectBased_R4.pth,E,21,4,215,90.76976,112,Background
SE-Conv-L2_ObjectBased_R4.pth,Full,1,4,0,123.81111,77,Background
SE-Conv-L2_ObjectBased_R4.pth,Full,2,4,0,95.42555,26,Background
SE-Conv-L2_ObjectBased_R4.pth,Full,3,4,0,95.45697,60,Background
SE-Conv-L2_ObjectBased_R4.pth,Full,4,4,198,104.7298,60,Mouth
SE-Conv-L2_ObjectBased_R4.pth,Full,5,4,198,122.52291,60,Mouth
SE-Conv-L2_ObjectBased_R4.pth,Full,6,4,0,121.91796,60,Background
SE-Conv-L2_ObjectBased_R4.pth,Full,7,4,197,101.48003,60,Mouth
SE-Conv-L2_ObjectBased_R4.pth,Full,8,4,0,136.04156,111,Background
SE-Conv-L2_ObjectBased_R4.pth,Full,9,4,0,101.40523,60,Background
SE-Conv-L2_ObjectBased_R4.pth,Full,10,4,0,109.31759,60,Background
SE-Conv-L2_ObjectBased_R4.pth,Full,11,4,181,60.349873,43,Mouth
SE-Conv-L2_ObjectBased_R4.pth,Full,12,4,0,91.32518,60,Background
SE-Conv-L2_ObjectBased_R4.pth,Full,13,4,181,55.75275,43,Mouth
SE-Conv-L2_ObjectBased_R4.pth,Full,14,4,181,62.102287,60,Mouth
SE-Conv-L2_ObjectBased_R4.pth,Full,15,4,180,52.734207,215,Mouth
SE-Conv-L2_ObjectBased_R4.pth,Full,16,4,94,51.171818,215,Eyes
SE-Conv-L2_ObjectBased_R4.pth,Full,17,4,180,48.2048,26,Mouth
SE-Conv-L2_ObjectBased_R4.pth,Full,18,4,95,44.97799,43,Eyes
SE-Conv-L2_ObjectBased_R4.pth,Full,19,4,0,39.362186,26,Background
SE-Conv-L2_ObjectBased_R4.pth,Full,20,4,0,105.977234,60,Background
SE-Conv-L2_ObjectBased_R4.pth,Full,21,4,0,111.1185,26,Background
SE-Conv-L2_ObjectBased_R4.pth,M,1,4,0,98.655396,197,Background
SE-Conv-L2_ObjectBased_R4.pth,M,2,4,0,121.16219,60,Background
SE-Conv-L2_ObjectBased_R4.pth,M,3,4,181,32.71382,0,Mouth
SE-Conv-L2_ObjectBased_R4.pth,M,4,4,146,22.323357,0,Nose
SE-Conv-L2_ObjectBased_R4.pth,M,5,4,146,25.06354,0,Nose
SE-Conv-L2_ObjectBased_R4.pth,M,6,4,198,28.737396,0,Mouth
SE-Conv-L2_ObjectBased_R4.pth,M,7,4,197,48.7191,26,Mouth
SE-Conv-L2_ObjectBased_R4.pth,M,8,4,146,55.659782,43,Nose
SE-Conv-L2_ObjectBased_R4.pth,M,9,4,198,40.617966,0,Mouth
SE-Conv-L2_ObjectBased_R4.pth,M,10,4,0,46.79189,43,Background
SE-Conv-L2_ObjectBased_R4.pth,M,11,4,0,67.99776,215,Background
SE-Conv-L2_ObjectBased_R4.pth,M,12,4,146,63.399704,164,Nose
SE-Conv-L2_ObjectBased_R4.pth,M,13,4,146,68.41879,215,Nose
SE-Conv-L2_ObjectBased_R4.pth,M,14,4,146,52.039444,78,Nose
SE-Conv-L2_ObjectBased_R4.pth,M,15,4,146,62.69674,94,Nose
SE-Conv-L2_ObjectBased_R4.pth,M,16,4,146,69.81059,25,Nose
SE-Conv-L2_ObjectBased_R4.pth,M,17,4,60,73.66571,215,Background
SE-Conv-L2_ObjectBased_R4.pth,M,18,4,163,72.626595,95,Background
SE-Conv-L2_ObjectBased_R4.pth,M,19,4,60,61.64671,215,Background
SE-Conv-L2_ObjectBased_R4.pth,M,20,4,0,83.48557,43,Background
SE-Conv-L2_ObjectBased_R4.pth,M,21,4,0,146.75641,59,Background
SE-Conv-L2_ObjectBased_R4.pth,N,1,4,77,89.99243,129,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,2,4,94,88.71372,129,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,3,4,77,88.25491,0,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,4,4,77,99.3844,129,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,5,4,77,93.55813,129,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,6,4,77,91.7017,129,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,7,4,94,107.410736,129,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,8,4,78,104.23839,129,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,9,4,77,101.2277,129,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,10,4,77,98.01372,0,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,11,4,77,99.72066,26,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,12,4,77,95.19604,129,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,13,4,60,94.06845,129,Background
SE-Conv-L2_ObjectBased_R4.pth,N,14,4,60,84.9275,129,Background
SE-Conv-L2_ObjectBased_R4.pth,N,15,4,77,107.28876,217,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,16,4,77,87.55749,146,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,17,4,94,74.47048,146,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,18,4,60,79.2186,146,Background
SE-Conv-L2_ObjectBased_R4.pth,N,19,4,60,107.261116,146,Background
SE-Conv-L2_ObjectBased_R4.pth,N,20,4,77,88.58449,129,Eyes
SE-Conv-L2_ObjectBased_R4.pth,N,21,4,60,93.06415,215,Background
SE-Conv-L2_ObjectBased_R8.pth,E,1,8,146,53.05905,0,Nose
SE-Conv-L2_ObjectBased_R8.pth,E,2,8,146,47.819187,0,Nose
SE-Conv-L2_ObjectBased_R8.pth,E,3,8,146,51.106796,0,Nose
