ModelFile,Arch,Location,BaseType,Reduction,Condition,ImageID,Eyes_PoS,Nose_PoS,Mouth_PoS
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,5,0,0.434632778,0.041868124
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,6,0.000770589,0.227448359,0.028170384
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,7,0,0.131834686,0.017014772
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,8,0.000188573,0.070113398,0.00474704
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,9,0,0.049519707,0.029950885
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,10,0.00032073,0.093932323,0.067825511
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,11,0.000135211,0.11981333,0.091146812
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,12,7.36E-05,0.215606049,0.112593494
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,13,0,0.032716956,0.001316554
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,14,0,0,0
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,15,0,0.139119655,0.017342288
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,16,8.45E-05,0.082822114,0.150141835
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,17,0,0.198719278,0.176608369
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,18,0,0.004721518,0.352397978
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,19,0,0.176850423,0.285534352
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,20,0,0.389370948,0.318041712
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,E,21,0,0.001800885,0.306630075
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,1,0,0.005594202,0.265360683
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,2,0,0,0.02673257
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,3,0,0.021663487,0.132415608
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,4,0,0.02436736,0.143673763
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,5,0.00500502,0.042148009,0.249585673
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,6,0,0.000753114,0.090344086
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,7,0,0.107101768,0.341682523
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,8,0,0.004338448,0.129789039
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,9,0,0.000897817,0.205370516
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,10,0,0.007749317,0.083383553
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,11,0.007199992,0.003551834,0.127089679
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,12,3.64E-05,0.033553712,0.30996123
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,13,0,0.057489093,0.221642017
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,14,0.001567096,0.100713298,0.23085615
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,15,0,0.003845592,0.089314461
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,16,0,0.014228345,0.076122209
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,17,0,0.000599208,0.016372295
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,18,0,0,0
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,19,0,0,0
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,20,0.031392064,0,0.010406421
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,Full,21,0,0,0.02898581
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,1,0,0.104600981,0.027892428
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,2,0,0.118217252,0.002173966
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,3,0,0.09947706,0.027398964
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,4,0.00038591,0.083227225,0.006561428
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,5,0,0.013399294,0.007354433
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,6,0.006074963,0.189992726,0.000193384
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,7,0.01597512,0.078931734,0.001160977
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,8,0,0.237187549,0.000410511
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,9,0,0.118286811,0.015533475
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,10,0.000975226,0.043677807,0.016140109
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,11,0.000203343,0.038524691,0.023357959
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,12,0,0.099725515,0.016322749
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,13,0,0.04086886,0.017515451
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,14,0,0.171963111,0.009095319
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,15,0.015766541,0.128613114,0.027085919
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,16,3.19E-05,0.072038345,0.041139703
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,17,0,0.178659812,0.050711863
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,18,0.010105047,0.092668049,0.03035089
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,19,0,0.097601548,0.021922274
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,20,0,0.09179312,0.027363617
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,M,21,0,0.054876581,0.044684801
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,1,0.208259434,0.007328734,0.178491145
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,2,0.264085263,0.008110533,0.114015594
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,3,0.32889542,0.012490309,0.107387066
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,4,0.33976993,0.022838496,0.10341496
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,5,0.335520834,0.035261445,0.140149206
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,6,0.307785183,0.046129223,0.074718043
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,7,0.281571507,0.03689716,0.098145485
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,8,0.298967928,0.029998099,0.082452647
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,9,0.262079895,0.023941854,0.06369146
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,10,0.18001844,0.027432557,0.064708218
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,11,0.22630021,0.022417007,0.077774212
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,12,0.203087404,0.019279314,0.065014362
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,13,0.1978627,0.010105657,0.079221249
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,14,0.194932491,0.020918369,0.120470904
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,15,0.138136387,0.013360462,0.07515572
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,16,0.144311041,0.009203645,0.120418549
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,17,0.125032037,0.008479966,0.110093042
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,18,0.2779966,0.012537041,0.117982157
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,19,0.26632455,0.024467126,0.164326623
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,20,0.201660872,0.016159704,0.058607649
SE-Conv-L2_ObjectBased_R32.pth,AlexNet,2,ObjectBased,32,N,21,0.137994617,0.009358952,0.053384706
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,1,0.07558129,0.202848569,0.000691697
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,2,0.055614129,0.199705258,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,3,0.041956589,0.130833894,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,4,0.063019164,0.301737964,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,5,0.034023091,0.27824977,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,6,0.096381009,0.412169605,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,7,0.163824469,0.356779724,0.000115276
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,8,0.169320941,0.355338097,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,9,0.219746366,0.109242208,0.000863964
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,10,0.216070682,0.087037802,0.000700631
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,11,0.145320699,0.323902249,0.007176293
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,12,0.029947067,0.520940185,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,13,0.074847706,0.213114709,0.066680156
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,14,0.065978467,0.017406687,0.020318206
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,15,0.07793159,0.033231478,0.078581415
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,16,0.049940716,0.018288275,0.001894957
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,17,0.046283875,0.014571188,0.000338804
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,18,0.025119914,0,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,19,0.210694328,0.07880453,0.002364908
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,20,0.143332303,0.090147115,0.04474777
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,E,21,0.185048103,0.095682956,0.00411506
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,1,0.505292237,0.021602046,4.88E-07
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,2,0.390091449,0.002874714,3.50E-05
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,3,0.366304129,0.000567876,3.80E-05
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,4,0.012319202,0,9.27E-05
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,5,0.294182867,0.012814201,0.0003455
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,6,0,0,0.000169487
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,7,0.505216181,0.002671485,9.00E-05
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,8,0.332559377,0.000333805,0.000217233
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,9,0,0,0.000167304
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,10,0,0,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,11,0,0,6.10E-05
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,12,0,0,0.000336511
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,13,0.000249977,0.003595287,0.000414508
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,14,0.000502365,0.003657483,0.000214477
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,15,0.136255562,0.000616685,0.000152604
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,16,0,0,6.91E-05
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,17,0.079183519,0.269725651,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,18,0.107702941,0.228875011,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,19,0.130136192,0.126668319,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,20,0.092647195,0.075031318,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,Full,21,0.222092703,0.131218866,3.62E-05
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,1,0.011664839,0.331132591,0.013398574
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,2,0.008088963,0.328444004,0.002194295
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,3,0.002669015,0.18556115,0.081687525
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,4,0.003525583,0.22373344,0.066459134
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,5,0.003536819,0.106165387,0.084367551
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,6,0.004440858,0.116705075,0.104611747
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,7,0.017843658,0.082200609,0.117814235
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,8,0.010215571,0.063438863,0.131140053
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,9,0.007366373,0.073750108,0.109523296
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,10,0.026551822,0.003515463,0.053606652
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,11,0.020807846,0.017989215,0.101001017
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,12,0.020242816,0.011476638,0.040916812
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,13,0.048290145,0.004916193,0.045029424
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,14,0.021428702,0.007605866,0.085930891
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,15,0.066336982,0.049960613,0.100995488
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,16,0.057932042,0.004742347,0.073184371
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,17,0.039782815,0.01070353,0.090193972
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,18,0.131633922,0.077800825,0.041622084
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,19,0.10867516,0.050374884,0.006785838
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,20,0.087574996,0.077168405,0.000196251
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,M,21,0.183240712,0.103594735,0.00171069
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,1,0,0,0.000242034
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,2,0,0,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,3,0,0,0.000946727
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,4,0,0.015983557,0.000702276
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,5,0,0,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,6,0,0,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,7,0,0,0.001628583
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,8,0,0,0
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,9,0,0,0.000107171
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,10,0.001150711,0,0.000545531
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,11,0,6.36E-05,0.011017676
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,12,0.006957651,0.021869438,0.13118121
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,13,0.033390999,0.022791121,0.160234675
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,14,0,0.004440235,0.059382096
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,15,0.02817622,0.070055999,0.169651672
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,16,0.030249592,0.108047955,0.157156736
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,17,0.005481942,0.073045887,0.16278632
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,18,0.009417102,0.05768064,0.201599121
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,19,0,0.001586748,0.191985384
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,20,0.006930687,0.066352166,0.27507031
SE-Conv-L3_FaceBased_R2.pth,AlexNet,3,FaceBased,2,N,21,0.004179841,0.110985816,0.377526313
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,1,0.017927714,0.065674014,0.10235557
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,2,0.01091204,0.110530749,0.166169703
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,3,0.007103542,0.09867923,0.10641738
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,4,0.014453432,0.23075825,0.149041966
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,5,0,0.112862997,0.072964437
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,6,0.029297054,0.190315396,0.072994351
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,7,0.010721066,0.153976321,0.044603262
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,8,0.052635692,0.242216438,0.031715378
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,9,0.042705353,0.106871292,0.062180914
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,10,0.029778,0.052546714,0.019070219
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,11,0.106343746,0.022692742,0.033471242
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,12,0.034231331,0.112838723,0.107936881
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,13,0.071942709,0.035632763,0.012239003
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,14,0.004654608,0.018600365,0.004542382
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,15,0.022669397,0.032687292,0.021643497
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,16,0.030548789,0.082898736,0.090384327
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,17,0.005356567,0,0.008055153
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,18,0.007448767,0.000226488,0.013221432
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,19,0.004438407,3.46E-06,0.012451439
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,20,0.023670169,0.048637699,0.011945799
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,E,21,0.004044019,1.18E-05,0.013100285
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,1,0.037600167,0.071271703,0.118748106
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,2,0.095232025,0.180576578,0.103944175
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,3,0.039322622,0.070007592,0.073233232
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,4,0.036511082,0.034505233,0.070936024
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,5,0.046821043,0.058296349,0.064910211
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,6,0.073143646,0.065311581,0.032349516
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,7,0.09470278,0.054557834,0.008850685
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,8,0.158907324,0.04615486,0
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,9,0.124078125,0.044133946,0.010927062
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,10,0.122392356,0.038646985,0.003301698
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,11,0.133206174,0.054036386,0
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,12,0.113334306,0.051427208,0
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,13,0.094126888,0.036644392,0.020514317
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,14,0.118141651,0.0236775,0
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,15,0.167143136,0.025972035,0
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,16,0.168598548,0.050387412,0
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,17,0.240863442,0.109001055,0
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,18,0.286774158,0.046185695,0
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,19,0.241244614,0.076023683,0
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,20,0.246892691,0.03428264,0
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,Full,21,0.230746388,0.092770815,0.005639013
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,1,0.23995024,0.095288627,0.004230037
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,2,0.215865001,0.092213899,0.010250778
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,3,0.208829895,0.098554336,0.003907772
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,4,0.163714498,0.131370008,0.000344506
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,5,0.187043726,0.128289312,0.001535768
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,6,0.212153107,0.138924554,0
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,7,0.196585879,0.136366338,0
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,8,0.162305757,0.131458908,0.001697296
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,9,0.184901416,0.141581595,0.000121005
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,10,0.177560195,0.128402725,1.36E-05
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,11,0.160088748,0.175972983,0.014651231
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,12,0.16035372,0.209161699,0.016577108
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,13,0.179519981,0.165815145,0.000131818
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,14,0.211223304,0.201166973,0.001322724
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,15,0.223494694,0.132743552,0.004245524
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,16,0.144352138,0.086315669,0.004947621
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,17,0.189022645,0.129939333,0.003034071
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,18,0.282872766,0.122188859,0.006220811
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,19,0.211860567,0.159416571,0.014598809
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,20,0.306123465,0.227773339,0.000519049
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,M,21,0.331254423,0.015435518,0.000883261
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,N,1,0.04731619,0.004180651,0.044254597
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,N,2,0.040681448,0.007902022,0.034637649
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,N,3,0.05249748,0.0130201,0.023766181
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,N,4,0.067023881,0.00583902,0.01944278
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,N,5,0.065511324,0.0026091,0.01549699
SE-Conv-L3_ObjectBased_R2.pth,AlexNet,3,ObjectBased,2,N,6,0.047407806,0.015145747,0.01088678
