ModelFile,Arch,Location,BaseType,Reduction,Condition,ImageID,Eyes_PoS,Nose_PoS,Mouth_PoS
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,Full,18,0.091504097,0.075404644,0.076730385
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,Full,19,0.096789084,0.081803299,0.077115275
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,Full,20,0.097341262,0.080123268,0.080395602
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,Full,21,0.094613068,0.079986162,0.081802987
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,1,0.081476271,0.059795819,0.100149892
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,2,0.087742165,0.064537689,0.097205594
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,3,0.089530446,0.064392269,0.095562086
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,4,0.08705771,0.064451084,0.096944176
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,5,0.088586845,0.055662218,0.09954644
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,6,0.088280253,0.065416828,0.097547479
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,7,0.092081323,0.061877344,0.099759549
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,8,0.092833892,0.060290247,0.101022482
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,9,0.091600984,0.059574328,0.099817976
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,10,0.091122456,0.060615454,0.097581729
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,11,0.091690682,0.058372393,0.099144921
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,12,0.086506516,0.057640545,0.096228227
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,13,0.097330138,0.063486122,0.097020343
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,14,0.094062626,0.0681521,0.09660022
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,15,0.094355181,0.068483643,0.098089188
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,16,0.092302926,0.072365336,0.094285712
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,17,0.090023167,0.068406299,0.100133538
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,18,0.091043502,0.069437601,0.09710145
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,19,0.091709845,0.065212615,0.101341441
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,20,0.089079164,0.067417294,0.102328546
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,M,21,0.089767613,0.060400255,0.105707496
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,1,0.059981931,0.09411861,0.070293993
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,2,0.061652709,0.092645772,0.067777589
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,3,0.063143075,0.099026263,0.068801254
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,4,0.060451154,0.092521206,0.065854944
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,5,0.064770646,0.09647733,0.067132667
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,6,0.065019846,0.093564026,0.069521956
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,7,0.064921856,0.095037065,0.067948379
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,8,0.063709252,0.093101248,0.069165431
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,9,0.06452506,0.094468243,0.06574472
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,10,0.062430494,0.091187,0.069078214
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,11,0.065657891,0.094459005,0.066342108
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,12,0.06638258,0.094517797,0.07084512
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,13,0.061931163,0.095769629,0.07419163
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,14,0.066279374,0.099569954,0.076241881
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,15,0.06726931,0.099196948,0.076075904
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,16,0.072758049,0.103368312,0.075615063
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,17,0.07309746,0.102821,0.076698519
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,18,0.069690399,0.099865541,0.077408828
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,19,0.072794065,0.102909073,0.077826515
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,20,0.074486651,0.10049697,0.079776421
SE-FC-L1_ObjectBased_R2.pth,AlexNet,L1,ObjectBased,2,N,21,0.071708977,0.099497505,0.074393705
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,1,0.194351956,0.079112403,0.041184172
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,2,0.210503012,0.073866822,0.033233877
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,3,0.193293348,0.07777144,0.024022397
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,4,0.182671204,0.064140745,0.01974941
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,5,0.19950138,0.086360037,0.023773406
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,6,0.165383771,0.069669016,0.032686986
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,7,0.175322801,0.074312471,0.026897628
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,8,0.190161213,0.075991884,0.022194887
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,9,0.179984346,0.08246702,0.024647053
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,10,0.1711943,0.084902808,0.03735023
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,11,0.190933257,0.096623644,0.028057147
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,12,0.156648651,0.082672186,0.047074653
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,13,0.186624795,0.093461104,0.032123923
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,14,0.170848712,0.085826136,0.034058906
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,15,0.182246447,0.075406075,0.029585239
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,16,0.165415943,0.072243012,0.0345103
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,17,0.149482533,0.074586459,0.038873039
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,18,0.171946421,0.071492411,0.026997754
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,19,0.223745972,0.074004091,0.008815181
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,20,0.18187499,0.069029167,0.019379882
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,E,21,0.167409226,0.067794427,0.034827799
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,1,0.12977314,0.081799038,0.012760961
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,2,0.115018509,0.078342572,0.00222741
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,3,0.131256089,0.065358505,0.00595296
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,4,0.138220847,0.068152219,0.007944752
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,5,0.13203311,0.048300199,0.003274289
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,6,0.107331999,0.047870349,0.007352564
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,7,0.103072889,0.028757326,0.006019636
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,8,0.116158523,0.044147115,0.00537605
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,9,0.09945751,0.045223966,0.003068245
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,10,0.114416093,0.056023795,0.004537861
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,11,0.09673778,0.033432379,0.002043931
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,12,0.117540598,0.065706223,0.002427555
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,13,0.115420081,0.053877827,0.005641206
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,14,0.105982266,0.039882965,0.006926842
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,15,0.126195326,0.044493299,0.003209797
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,16,0.097457923,0.029706169,0.004860161
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,17,0.109131351,0.042938888,0.008548989
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,18,0.137010634,0.035443757,0.003403339
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,19,0.146128193,0.054335047,0.003197541
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,20,0.163410023,0.042665113,0.004070896
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,Full,21,0.147550181,0.022328204,0.001691797
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,1,0.047624156,0.011249344,0.14832978
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,2,0.04360998,0.01011927,0.124330595
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,3,0.024147853,0.001269863,0.153525397
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,4,0.071760014,0.003986785,0.152260974
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,5,0.105980359,0.006099019,0.129969031
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,6,0.089281492,0.009448764,0.112805724
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,7,0.080998622,0.004388202,0.113291696
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,8,0.110173158,0.02026266,0.126705214
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,9,0.117925495,0.032655668,0.11469987
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,10,0.098906897,0.030032218,0.115306489
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,11,0.117006987,0.035951078,0.112760052
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,12,0.102171607,0.03639324,0.101145715
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,13,0.104165122,0.032099672,0.087187603
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,14,0.097303189,0.036476571,0.092641562
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,15,0.099239394,0.027194267,0.12597245
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,16,0.090513699,0.030010192,0.107406147
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,17,0.120757692,0.023563787,0.116879068
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,18,0.114675663,0.022387529,0.115805417
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,19,0.113750838,0.027134661,0.119410254
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,20,0.107832484,0.017178297,0.119666092
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,M,21,0.095424928,0.016165311,0.118149303
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,1,0.145902991,0.117104761,0.028458018
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,2,0.15771614,0.124367014,0.026002264
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,3,0.145657122,0.106491849,0.022033362
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,4,0.130950153,0.096261315,0.017244151
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,5,0.161164641,0.109421201,0.022199553
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,6,0.144704223,0.094823748,0.023978967
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,7,0.146300331,0.101120137,0.019834938
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,8,0.144871771,0.102229737,0.025466159
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,9,0.185769901,0.098244727,0.015651697
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,10,0.161773399,0.108175024,0.019894429
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,11,0.179757237,0.100442328,0.018687058
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,12,0.16715385,0.106319502,0.02008553
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,13,0.132570863,0.103689894,0.026640952
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,14,0.189414337,0.122733198,0.016122689
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,15,0.145211682,0.102425098,0.024739958
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,16,0.149753273,0.109974794,0.022058429
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,17,0.135674641,0.107992709,0.028155534
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,18,0.173520654,0.082614318,0.021957081
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,19,0.134134874,0.086185098,0.018275635
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,20,0.164924517,0.095215477,0.008600689
SE-FC-L1_FaceBased_R4.pth,AlexNet,L1,FaceBased,4,N,21,0.204473138,0.114446364,0.005812356
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,1,0.096055277,0.070871629,0.105085514
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,2,0.095372505,0.079008944,0.093284987
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,3,0.100528151,0.072091445,0.09549284
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,4,0.1094907,0.071087755,0.093579769
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,5,0.112111486,0.072033301,0.088199936
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,6,0.10974957,0.072799087,0.093420543
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,7,0.113306172,0.072113611,0.096377343
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,8,0.106578954,0.084187083,0.091494694
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,9,0.105881542,0.081369229,0.092577353
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,10,0.110049307,0.084895462,0.089573525
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,11,0.121629909,0.077807166,0.085914768
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,12,0.099891476,0.082521722,0.085039571
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,13,0.094594955,0.088167451,0.082267225
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,14,0.104785793,0.076040104,0.084050797
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,15,0.110180803,0.073033631,0.078211859
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,16,0.104718357,0.078521937,0.081033915
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,17,0.103545964,0.079508252,0.083757289
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,18,0.106615908,0.084786944,0.087281674
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,19,0.087095462,0.085075602,0.095851317
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,20,0.100617431,0.079560339,0.089109719
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,E,21,0.08938501,0.080027454,0.074948922
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,1,0.126654342,0.232013538,0.044191405
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,2,0.114353217,0.218746528,0.056026205
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,3,0.109755531,0.199757934,0.059493352
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,4,0.115557589,0.184670731,0.064803138
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,5,0.110616021,0.199277103,0.049527347
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,6,0.117452033,0.200309902,0.047825202
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,7,0.12253876,0.194125295,0.046596445
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,8,0.109792955,0.182145402,0.055108223
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,9,0.119084463,0.180276752,0.061122131
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,10,0.14226535,0.200218409,0.042818137
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,11,0.115901873,0.154280588,0.032364182
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,12,0.116685279,0.173709288,0.025381703
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,13,0.145036444,0.190315768,0.036748972
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,14,0.126603186,0.173406839,0.030105362
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,15,0.142188594,0.177796558,0.04947269
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,16,0.104653157,0.148924664,0.036839999
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,17,0.135580033,0.169279471,0.040779546
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,18,0.161860913,0.191657722,0.027331596
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,19,0.1468817,0.170526415,0.033936169
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,20,0.141791448,0.154399991,0.033214558
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,Full,21,0.149390548,0.183591411,0.007572339
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,1,0.086011589,0.081897289,0.00064875
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,2,0.082001477,0.104929246,0.001043483
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,3,0.082082734,0.091303959,0.001056983
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,4,0.076870382,0.102252431,0.003426339
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,5,0.074017316,0.118987195,0.000738741
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,6,0.091483809,0.099132553,0.001365915
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,7,0.091286175,0.103109628,0.000869114
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,8,0.086456083,0.097751006,0.000874625
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,9,0.093504012,0.085378602,0.001118218
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,10,0.094046287,0.080912337,0.002225606
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,11,0.102689713,0.079828978,0.001668191
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,12,0.097837508,0.07443402,0.001033796
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,13,0.099142835,0.088465333,0.001137208
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,14,0.093902044,0.083679467,0.001175301
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,15,0.101609826,0.098409526,0.001809481
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,16,0.097619049,0.081105821,0.001038046
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,17,0.091344573,0.086766697,0.000672626
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,18,0.090135522,0.089821175,0.000434944
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,19,0.077851355,0.086989254,0.000137945
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,20,0.06080085,0.082203947,0.000424786
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,M,21,0.070043713,0.063150503,0.00014412
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,1,0.063963436,0,0.001617446
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,2,0.100979477,0,0.001011414
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,3,0.115257807,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,4,0.141704917,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,5,0.0586446,0,0.000231717
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,6,0.068984397,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,7,0.062355328,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,8,0.032769248,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,9,0,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,10,0.019241134,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,11,0,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,12,0,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,13,0,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,14,0,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,15,0,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,16,0.035119101,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,17,0.094144255,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,18,0.077879712,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,19,0.038912974,0,0
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,20,0.051429212,0,8.27E-06
SE-FC-L1_ObjectBased_R4.pth,AlexNet,L1,ObjectBased,4,N,21,0.040478464,0,5.44E-05
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,1,0.104407653,0.048481651,0.09464743
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,2,0.107371762,0.053201661,0.099301539
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,3,0.102203406,0.053648975,0.096479245
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,4,0.103203632,0.055629678,0.098227434
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,5,0.106550962,0.056647077,0.097274259
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,6,0.108417235,0.057729226,0.098116867
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,7,0.110951796,0.058006972,0.094052352
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,8,0.10920842,0.052585579,0.09738224
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,9,0.111895069,0.052108876,0.098198794
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,10,0.112153836,0.042772513,0.097759798
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,11,0.115654349,0.046179421,0.095644005
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,12,0.11614465,0.046511084,0.094810471
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,13,0.110647976,0.047467086,0.092660487
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,14,0.104826234,0.051161353,0.09116777
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,15,0.105356634,0.049811203,0.089527234
SE-FC-L1_FaceBased_R8.pth,AlexNet,L1,FaceBased,8,E,16,0.10654334,0.050687216,0.090847261
